label,messages,length
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",197
ham,Super msg da:)nalla timing.,27
ham,What about this one then.,25
ham,* Am on my way,14
ham,Can ü all decide faster cos my sis going home liao..,52
ham,Be sure to check your yahoo email. We sent photos yesterday,59
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,136
ham,Merry christmas to u too annie!,31
ham,Shall call now dear having food,31
ham,"Sorry battery died, yeah I'm here",33
ham,Ok...,5
ham,Like a personal sized or what,29
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,118
ham,Lol enjoy role playing much?,28
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,124
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,114
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,205
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,58
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",161
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,245
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",121
ham,Think + da. You wil do.,23
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),126
ham,"Yo, any way we could pick something up tonight?",47
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,116
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,153
ham,Just sleeping..and surfing,26
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,73
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,124
ham,Ok lar... Joking wif u oni...,29
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",154
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,115
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",97
ham,Wife.how she knew the time of murder exactly,44
ham,See the forwarding message for proof,36
ham,Just wait till end of march when el nino gets himself. Oh.,58
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",90
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,155
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",156
ham,ALRITE,6
ham,Pls dont forget to study,24
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,151
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,100
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,160
ham,"I didnt get ur full msg..sometext is missing, send it again",59
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,174
ham,Fine am simply sitting.,23
ham,Dear good morning how you feeling dear,38
ham,Dont pick up d call when something important is There to tell. Hrishi,69
ham,Are you this much buzy,22
ham,Dont know you bring some food,29
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,78
ham,I think i am disturbing her da,30
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",144
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",86
ham,"No, I was trying it all weekend ;V",34
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,92
ham,Haha... can... But i'm having dinner with my cousin...,54
ham,"K so am I, how much for an 8th? Fifty?",38
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,68
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",107
ham,Gud mrng dear hav a nice day,28
ham,What was she looking for?,25
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",163
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,101
ham,Pls help me tell Ashley that i cant find her number oh,54
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,158
ham,Then i buy.,11
ham,What's ur pin?,14
ham,… and don‘t worry we‘ll have finished by march … ish!,53
spam,Adult 18 Content Your video will be with you shortly,52
spam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",158
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,106
ham,Yep then is fine 7.30 or 8.30 for ice age.,42
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,115
ham,K..k..i'm also fine:)when will you complete the course?,55
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,145
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",156
ham,Howz pain?hope u r fine..,25
ham,I'm in class. Did you get my text.,34
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,76
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,93
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,63
ham,&lt;#&gt;  am I think? Should say on syllabus,45
ham,Oh sorry please its over,24
ham,"Yes..but they said its IT.,",27
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",74
ham,Give me a sec to think think about it,37
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",157
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,92
ham,Still chance there. If you search hard you will get it..let have a try :),73
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,132
ham,I wont. So wat's wit the guys,29
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",56
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,244
ham,Need a coffee run tomo?Can't believe it's that time of week already,67
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,111
ham,Wewa is 130. Iriver 255. All 128 mb.,36
ham,"Sorry, I'll call later",22
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,157
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),102
ham,No he didn't. Spring is coming early yay!,41
ham,I want  &lt;#&gt;  rs da:)do you have it?,41
ham,"4 tacos + 1 rajas burrito, right?",33
ham,Sac will score big hundred.he is set batsman:-),47
ham,Pls dont restrict her from eating anythin she likes for the next two days.,74
ham,It shall be fine. I have avalarr now. Will hollalater,53
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,128
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",137
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",152
ham,Just sent it. So what type of food do you like?,47
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,104
ham,i felt so...not any conveying reason.. Ese he... What about me?,63
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,84
ham,K. Did you call me just now ah? ,32
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,117
ham,IM GONNA MISS U SO MUCH,23
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",152
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,156
spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",138
ham,"Aight, see you in a bit",23
ham,Mm so you asked me not to call radio,36
ham,"Yeah, probably earlier than that",32
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,81
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",159
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",158
ham,Ok.,3
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,90
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",71
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",54
ham,Detroit. The home of snow. Enjoy it.,36
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",156
ham,"Its good, we'll find a way",26
ham,Thank you princess! I want to see your nice juicy booty...,58
ham,When should I come over?,24
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,73
ham,Yes there were many sweets,26
ham,"No, but you told me you were going, before you got drunk!",57
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,154
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",89
ham,Dai  &lt;#&gt;  naal eruku.,27
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,152
ham,Omg how did u know what I ate?,30
ham,Is there any training tomorrow?,31
ham,Then u drive lor.,17
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,75
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",162
ham,K:)k:)what are detail you want to transfer?acc no enough?,57
ham,Dunno y u ask me.,17
ham,"Hey elaine, is today's meeting still on?",40
ham,I'll reach in ard 20 mins ok...,31
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",137
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,114
ham,I havent lei.. Next mon can?,28
ham,But pls dont play in others life.,33
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",173
ham,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,100
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,80
ham,Jus ans me lar. U'll noe later.,31
ham,Happy birthday... May all ur dreams come true...,48
ham,* Will have two more cartons off u and is very pleased with shelves,67
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,151
ham,Wat time u finish ur lect today?,32
ham,Are u awake? Is there snow there?,33
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,147
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,136
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,143
ham,Yes:)here tv is always available in work place..,48
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,130
ham,You're gonna have to be way more specific than that,51
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,160
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,160
ham,A bloo bloo bloo I'll miss the first bowl,41
ham,Ok i msg u b4 i leave my house.,31
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,125
ham,:-) :-),7
ham,Ok then i will come to ur home after half an hour,49
ham,Or remind me in a few hrs.,26
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",276
ham,I wanna watch that movie,24
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,149
ham,How come she can get it? Should b quite diff to guess rite...,61
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",78
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,106
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",155
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",108
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,81
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,183
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",167
ham,No i am not having not any movies in my laptop,46
ham,"Sorry, I'll call later",22
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",95
ham,Horrible bf... I now v hungry...,32
ham,"Aight, we'll head out in a few",30
ham,I dont have that much image in class.,37
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,150
ham,Yar but they say got some error.,32
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,82
ham,Its normally hot mail. Com you see!,35
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,146
ham,Not directly behind... Abt 4 rows behind ü...,45
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,125
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",67
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,148
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",130
ham,Lemme know when you're here,27
ham,Ok... Then r we meeting later?,30
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",150
ham,Minimum walk is 3miles a day.,29
ham,Finished class where are you.,29
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),156
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",116
ham,Babe ? I lost you ... Will you try rebooting ?,46
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,137
ham,No. On the way home. So if not for the long dry spell the season would have been over,85
ham,"Mostly sports type..lyk footbl,crckt..",38
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",149
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",138
ham,Dunno dat's wat he told me. Ok lor...,37
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,126
ham,Still work going on:)it is very small house.,44
ham,What is this 'hex' place you talk of? Explain!,46
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",144
ham,Simply sitting and watching match in office..,45
ham,Yup,3
ham,You said to me before i went back to bed that you can't sleep for anything.,75
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,159
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,142
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",130
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",112
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,64
ham,Now? I'm going out 4 dinner soon..,34
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",166
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",175
ham,You tell what happen dont behave like this to me. Ok no need to say,67
ham,"see you then, we're all christmassy here!",41
ham,You call him and tell now infront of them. Call him now.,56
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",88
ham,Ok.,3
ham,Are you there in room.,22
ham,Wat time ü finish?,18
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",144
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,145
ham,Jokin only lar... :-) depends on which phone my father can get lor...,69
ham,Do I? I thought I put it back in the box,40
ham,"Could you not read me, my Love ? I answered you",47
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,141
ham,Howz that persons story,23
ham,I know that my friend already told that.,40
ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,92
ham,I thank you so much for all you do with selflessness. I love you plenty.,72
spam,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,160
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",124
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",133
ham,My friends use to call the same.,32
ham,Enjoy ur life. . Good night,27
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,118
ham,Have you been practising your curtsey?,38
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,88
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,100
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,142
ham,7 lor... Change 2 suntec... Wat time u coming?,46
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",58
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,159
ham,K:)k:)good:)study well.,23
ham,Wot about on wed nite I am 3 then but only til 9!,49
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,101
ham,Then u go back urself lor...,28
ham,Aah bless! How's your arm?,26
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",175
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,68
ham,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,44
ham,What is your record for one night? :),37
ham,All day working day:)except saturday and sunday..,49
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,150
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,157
ham,"Haven't seen my facebook, huh? Lol!",35
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,155
ham,Sos! Any amount i can get pls.,30
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",103
ham,Mine here like all fr china then so noisy.,42
ham,"Theoretically yeah, he could be able to come",44
ham,And of course you should make a stink!,38
ham,I asked you to call him now ok,30
ham,So why didnt you holla?,23
ham,Yar... I tot u knew dis would happen long ago already.,54
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,121
ham,Jay's getting really impatient and belligerent,46
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,146
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,159
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,133
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,76
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,107
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",58
ham,Pls i wont belive god.not only jesus.,37
ham,Hey... Very inconvenient for your sis a not huh?,48
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,55
ham,"Mah b, I'll pick it up tomorrow",31
ham,What's your room number again? Wanna make sure I'm knocking on the right door,77
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",67
ham,In the end she might still vomit but its okay. Not everything will come out.,76
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,139
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,169
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,158
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",125
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",159
ham,K.k.how is your business now?,29
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",73
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",145
ham,Booked ticket for pongal?,25
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,134
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,160
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",156
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,129
ham,"life alle mone,eppolum oru pole allalo",38
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",166
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",89
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",63
ham,I.ll get there tomorrow and send it to you,42
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,155
ham,Once free call me sir. I am waiting for you.,44
ham,Ok that's great thanx a lot.,28
ham,I ask if u meeting da ge tmr nite...,36
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,76
ham,I will reach ur home in  &lt;#&gt;  minutes,43
ham,ELLO BABE U OK?,15
ham,Yup no more already... Thanx 4 printing n handing it up.,56
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",160
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,159
ham,Mmm so yummy babe ... Nice jolt to the suzy,43
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,155
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,120
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,82
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,77
ham,Fine if thats the way u feel. Thats the way its gota b,56
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",150
